Number of customers: 2960620
Cust. 206.	262051	20.0%	[115280, 62752, 118264, 118730, 80729, 121145, 38025, 18235, 19189, 67284]
Cust. 209.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 211.	1857736	10.0%	[102520, 7376, 40308, 2895, 115893, 120276, 61664, 83460, 63208, 103892]
Cust. 214.	101478	30.0%	[106888, 64163, 107239, 24096, 71663, 3403, 95239, 97619, 120974, 9460]
Cust. 219.	1660375	10.0%	[78473, 74021, 90010, 95000, 109112, 57134, 118405, 93054, 46933, 59985]
Cust. 224.	1109957	40.0%	[34136, 34772, 14110, 82423, 21802, 82174, 29673, 50689, 107300, 16816]
Cust. 225.	1297926	20.0%	[75064, 50846, 31053, 123007, 39249, 4886, 56886, 85585, 87550, 77668]
Cust. 233.	2048672	20.0%	[62641, 105970, 100857, 4530, 91962, 95892, 5432, 6101, 6620, 115965]
Cust. 237.	621552	20.0%	[123493, 20496, 106525, 82457, 87164, 80753, 18429, 38304, 101987, 49159]
Cust. 240.	151689	10.0%	[29884, 118713, 38585, 17925, 74017, 44355, 30478, 119667, 67899, 73381]
Cust. 242.	2048672	20.0%	[62641, 105970, 100857, 4530, 91962, 95892, 5432, 6101, 6620, 115965]
Cust. 244.	475415	10.0%	[85108, 20290, 99506, 108094, 20221, 69086, 46573, 93982, 73946, 49618]
Cust. 245.	1607497	10.0%	[68735, 91820, 67011, 52470, 99479, 113451, 72173, 78613, 84851, 25425]
Cust. 247.	1857736	10.0%	[102520, 7376, 40308, 2895, 115893, 120276, 61664, 83460, 63208, 103892]
Cust. 250.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 258.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 260.	499225	10.0%	[5644, 18763, 101432, 30594, 84553, 103283, 4233, 59166, 89874, 98051]
Cust. 262.	1607497	10.0%	[68735, 91820, 67011, 52470, 99479, 113451, 72173, 78613, 84851, 25425]
Cust. 263.	621552	20.0%	[123493, 20496, 106525, 82457, 87164, 80753, 18429, 38304, 101987, 49159]
Cust. 264.	1154976	30.0%	[86243, 30124, 18887, 79637, 70468, 121848, 65820, 84025, 75776, 19753]
Cust. 266.	1139204	20.0%	[13055, 55877, 96583, 62759, 27137, 8167, 119036, 30262, 58013, 37670]
Cust. 267.	1979488	10.0%	[1099, 45719, 44411, 95781, 52435, 93620, 21444, 75709, 85585, 31594]
Cust. 269.	262051	20.0%	[115280, 62752, 118264, 118730, 80729, 121145, 38025, 18235, 19189, 67284]
Cust. 277.	1979488	10.0%	[1099, 45719, 44411, 95781, 52435, 93620, 21444, 75709, 85585, 31594]
Cust. 281.	473373	10.0%	[44532, 233, 121241, 98313, 11804, 34731, 48325, 121497, 108651, 40012]
Cust. 282.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 292.	724120	20.0%	[66391, 94121, 111172, 103252, 88525, 70850, 32092, 76768, 101690, 14986]
Cust. 293.	1561885	20.0%	[113838, 114025, 83089, 13499, 13798, 35427, 80883, 113682, 92870, 51588]
Cust. 298.	2042073	10.0%	[92107, 27311, 4740, 72047, 114877, 91862, 28722, 69946, 15964, 99482]
Cust. 301.	1172473	10.0%	[89743, 75204, 34016, 26683, 33560, 66407, 23082, 73449, 5763, 19103]
Cust. 303.	1207269	10.0%	[24218, 72766, 8793, 71257, 6620, 6101, 89116, 4530, 17179, 105970]
Cust. 304.	1998698	10.0%	[8026, 12464, 11519, 19358, 69435, 120317, 65923, 99816, 64163, 95239]
Cust. 305.	151689	10.0%	[29884, 118713, 38585, 17925, 74017, 44355, 30478, 119667, 67899, 73381]
Cust. 314.	1154976	30.0%	[86243, 30124, 18887, 79637, 70468, 121848, 65820, 84025, 75776, 19753]
Cust. 317.	1139204	20.0%	[13055, 55877, 96583, 62759, 27137, 8167, 119036, 30262, 58013, 37670]
Cust. 318.	60100	20.0%	[101610, 53240, 78960, 94827, 95276, 97491, 111404, 68222, 84401, 35413]
Cust. 323.	1868511	10.0%	[88432, 104904, 115879, 30317, 36197, 80475, 41466, 82374, 56023, 45295]
Cust. 327.	684929	30.0%	[64453, 34698, 58630, 12941, 94097, 70479, 40000, 94804, 73400, 81223]
Cust. 332.	2104705	10.0%	[25324, 92066, 79192, 33662, 50611, 103953, 120999, 5984, 81428, 46579]
Cust. 334.	1390450	20.0%	[112426, 105970, 112764, 111642, 89790, 91962, 4530, 5432, 6620, 6101]
Cust. 338.	1481026	50.0%	[107239, 71663, 95239, 97619, 13092, 102852, 42814, 106846, 36138, 11024]
Cust. 346.	2056384	20.0%	[38136, 11417, 75343, 101345, 66668, 106317, 111246, 95480, 82093, 118427]
Cust. 348.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 352.	60100	20.0%	[101610, 53240, 78960, 94827, 95276, 97491, 111404, 68222, 84401, 35413]
Cust. 353.	2056384	20.0%	[38136, 11417, 75343, 101345, 66668, 106317, 111246, 95480, 82093, 118427]
Cust. 357.	1380100	40.0%	[66069, 77697, 86493, 69302, 81674, 84077, 6701, 64356, 45652, 8598]
Cust. 368.	1879379	10.0%	[60564, 52321, 121504, 55495, 73508, 72749, 794, 82963, 32483, 83249]
Cust. 369.	1979488	10.0%	[1099, 45719, 44411, 95781, 52435, 93620, 21444, 75709, 85585, 31594]
Cust. 372.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 376.	101478	30.0%	[106888, 64163, 107239, 24096, 71663, 3403, 95239, 97619, 120974, 9460]
Cust. 381.	1207269	10.0%	[24218, 72766, 8793, 71257, 6620, 6101, 89116, 4530, 17179, 105970]
Cust. 383.	723089	10.0%	[103855, 59487, 100927, 90258, 55877, 9830, 36784, 84132, 32310, 86243]
Cust. 388.	499225	10.0%	[5644, 18763, 101432, 30594, 84553, 103283, 4233, 59166, 89874, 98051]
Cust. 393.	1879287	20.0%	[38052, 77502, 76162, 32053, 73160, 101869, 87505, 111642, 41053, 77447]
Cust. 394.	731371	10.0%	[88472, 123311, 65946, 97980, 60726, 74164, 33, 36103, 25174, 29864]
Cust. 399.	60100	20.0%	[101610, 53240, 78960, 94827, 95276, 97491, 111404, 68222, 84401, 35413]
Cust. 403.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 408.	2056384	20.0%	[38136, 11417, 75343, 101345, 66668, 106317, 111246, 95480, 82093, 118427]
Cust. 416.	1868657	10.0%	[118835, 39021, 52019, 58986, 43254, 75575, 9684, 54844, 69086, 46573]
Cust. 418.	101478	30.0%	[106888, 64163, 107239, 24096, 71663, 3403, 95239, 97619, 120974, 9460]
Cust. 420.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 423.	499225	10.0%	[5644, 18763, 101432, 30594, 84553, 103283, 4233, 59166, 89874, 98051]
Cust. 424.	1390450	20.0%	[112426, 105970, 112764, 111642, 89790, 91962, 4530, 5432, 6620, 6101]
Cust. 425.	1154976	30.0%	[86243, 30124, 18887, 79637, 70468, 121848, 65820, 84025, 75776, 19753]
Cust. 432.	2056384	20.0%	[38136, 11417, 75343, 101345, 66668, 106317, 111246, 95480, 82093, 118427]
Cust. 433.	1645698	10.0%	[110062, 43679, 31473, 123431, 15406, 86335, 104842, 11535, 103496, 68309]
Cust. 437.	892421	10.0%	[109881, 70525, 103971, 68039, 73397, 63881, 47832, 102122, 28980, 63950]
Cust. 440.	46740	20.0%	[109027, 117714, 99836, 81526, 95821, 120317, 80475, 45295, 6308, 98641]
Cust. 445.	2207171	20.0%	[79337, 91410, 121964, 118961, 5478, 63756, 37517, 84663, 8318, 107142]
Cust. 447.	1660375	10.0%	[78473, 74021, 90010, 95000, 109112, 57134, 118405, 93054, 46933, 59985]
Cust. 448.	348587	10.0%	[90774, 21764, 43254, 48956, 95239, 24096, 87984, 55514, 97619, 105663]
Cust. 470.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 473.	723089	10.0%	[103855, 59487, 100927, 90258, 55877, 9830, 36784, 84132, 32310, 86243]
Cust. 474.	1121858	10.0%	[79590, 7085, 72371, 81674, 45652, 25607, 67014, 67751, 84077, 112106]
Cust. 481.	262051	20.0%	[115280, 62752, 118264, 118730, 80729, 121145, 38025, 18235, 19189, 67284]
Cust. 487.	499225	10.0%	[5644, 18763, 101432, 30594, 84553, 103283, 4233, 59166, 89874, 98051]
Cust. 496.	1390450	20.0%	[112426, 105970, 112764, 111642, 89790, 91962, 4530, 5432, 6620, 6101]
Cust. 497.	1264606	10.0%	[101458, 69300, 54652, 121145, 63415, 109297, 78812, 3773, 49264, 49067]
Cust. 504.	838146	30.0%	[84086, 72486, 97588, 64163, 3403, 120974, 77031, 120462, 100236, 54552]
Cust. 508.	101478	30.0%	[106888, 64163, 107239, 24096, 71663, 3403, 95239, 97619, 120974, 9460]
Cust. 513.	1251870	10.0%	[40692, 21339, 69240, 27714, 83436, 28171, 52567, 68409, 53637, 13914]
Cust. 514.	151689	10.0%	[29884, 118713, 38585, 17925, 74017, 44355, 30478, 119667, 67899, 73381]
Cust. 518.	426593	10.0%	[110499, 116676, 64969, 45308, 52428, 72123, 11633, 87659, 80590, 18436]
Cust. 523.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 525.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 528.	1390450	20.0%	[112426, 105970, 112764, 111642, 89790, 91962, 4530, 5432, 6620, 6101]
Cust. 529.	473373	10.0%	[44532, 233, 121241, 98313, 11804, 34731, 48325, 121497, 108651, 40012]
Cust. 534.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 538.	684929	30.0%	[64453, 34698, 58630, 12941, 94097, 70479, 40000, 94804, 73400, 81223]
Cust. 541.	1274232	10.0%	[111816, 71601, 29537, 91624, 93532, 115631, 88432, 89428, 26273, 30501]
Cust. 546.	838146	30.0%	[84086, 72486, 97588, 64163, 3403, 120974, 77031, 120462, 100236, 54552]
Cust. 559.	768287	10.0%	[74365, 81905, 43312, 31964, 30627, 75204, 13651, 110259, 79960, 108373]
Cust. 561.	1857736	10.0%	[102520, 7376, 40308, 2895, 115893, 120276, 61664, 83460, 63208, 103892]
Cust. 565.	1792164	30.0%	[40995, 26391, 79202, 104911, 26070, 44323, 30591, 71050, 105792, 103602]
Cust. 586.	422194	10.0%	[77285, 64527, 38238, 52264, 32226, 2747, 50502, 45244, 40168, 37829]
Cust. 596.	838146	30.0%	[84086, 72486, 97588, 64163, 3403, 120974, 77031, 120462, 100236, 54552]
Cust. 597.	1152730	10.0%	[110495, 58112, 32845, 90915, 121145, 116660, 6620, 6101, 80999, 109584]
Cust. 606.	723089	10.0%	[103855, 59487, 100927, 90258, 55877, 9830, 36784, 84132, 32310, 86243]
Cust. 607.	2002278	10.0%	[106721, 108551, 80777, 50259, 59735, 117906, 108742, 97031, 8638, 40271]
Cust. 613.	1645698	10.0%	[110062, 43679, 31473, 123431, 15406, 86335, 104842, 11535, 103496, 68309]
Cust. 615.	2087002	10.0%	[78182, 22290, 3031, 51541, 76248, 18136, 50658, 11912, 36222, 9760]
Cust. 617.	1152730	10.0%	[110495, 58112, 32845, 90915, 121145, 116660, 6620, 6101, 80999, 109584]
Cust. 618.	1380100	40.0%	[66069, 77697, 86493, 69302, 81674, 84077, 6701, 64356, 45652, 8598]
Cust. 619.	611391	20.0%	[55344, 15054, 111074, 57134, 11938, 21832, 54376, 52914, 31053, 95119]
Cust. 626.	2056384	20.0%	[38136, 11417, 75343, 101345, 66668, 106317, 111246, 95480, 82093, 118427]
Cust. 633.	2087002	10.0%	[78182, 22290, 3031, 51541, 76248, 18136, 50658, 11912, 36222, 9760]
Cust. 634.	262051	20.0%	[115280, 62752, 118264, 118730, 80729, 121145, 38025, 18235, 19189, 67284]
Cust. 643.	892566	50.0%	[86243, 30124, 84025, 98541, 32310, 18887, 79637, 70468, 121848, 65820]
Cust. 649.	2087002	10.0%	[78182, 22290, 3031, 51541, 76248, 18136, 50658, 11912, 36222, 9760]
Cust. 654.	2104705	10.0%	[25324, 92066, 79192, 33662, 50611, 103953, 120999, 5984, 81428, 46579]
Cust. 655.	473373	10.0%	[44532, 233, 121241, 98313, 11804, 34731, 48325, 121497, 108651, 40012]
Cust. 659.	2087002	10.0%	[78182, 22290, 3031, 51541, 76248, 18136, 50658, 11912, 36222, 9760]
Cust. 661.	1561885	20.0%	[113838, 114025, 83089, 13499, 13798, 35427, 80883, 113682, 92870, 51588]
Cust. 666.	838146	30.0%	[84086, 72486, 97588, 64163, 3403, 120974, 77031, 120462, 100236, 54552]
Cust. 670.	958728	20.0%	[102242, 4306, 106568, 57588, 63914, 85026, 121599, 53745, 40075, 90442]
Cust. 677.	525867	20.0%	[98127, 27150, 58363, 88365, 100155, 7482, 55495, 72805, 67468, 84384]
Cust. 680.	1152730	10.0%	[110495, 58112, 32845, 90915, 121145, 116660, 6620, 6101, 80999, 109584]
Cust. 681.	426593	10.0%	[110499, 116676, 64969, 45308, 52428, 72123, 11633, 87659, 80590, 18436]
Cust. 682.	445815	30.0%	[76576, 108715, 72070, 76393, 102412, 57958, 40182, 58340, 47152, 43847]
Cust. 686.	1121858	10.0%	[79590, 7085, 72371, 81674, 45652, 25607, 67014, 67751, 84077, 112106]
Cust. 688.	1152730	10.0%	[110495, 58112, 32845, 90915, 121145, 116660, 6620, 6101, 80999, 109584]
Cust. 691.	1660375	10.0%	[78473, 74021, 90010, 95000, 109112, 57134, 118405, 93054, 46933, 59985]
Cust. 711.	1154976	30.0%	[86243, 30124, 18887, 79637, 70468, 121848, 65820, 84025, 75776, 19753]
Cust. 712.	1152730	10.0%	[110495, 58112, 32845, 90915, 121145, 116660, 6620, 6101, 80999, 109584]
Cust. 713.	1792164	30.0%	[40995, 26391, 79202, 104911, 26070, 44323, 30591, 71050, 105792, 103602]
Cust. 719.	2002278	10.0%	[106721, 108551, 80777, 50259, 59735, 117906, 108742, 97031, 8638, 40271]
Cust. 723.	1172473	10.0%	[89743, 75204, 34016, 26683, 33560, 66407, 23082, 73449, 5763, 19103]
Cust. 727.	445815	30.0%	[76576, 108715, 72070, 76393, 102412, 57958, 40182, 58340, 47152, 43847]
Cust. 729.	1239530	10.0%	[31782, 82658, 79280, 4900, 78475, 95314, 78985, 57468, 11158, 113511]
Cust. 731.	2087002	10.0%	[78182, 22290, 3031, 51541, 76248, 18136, 50658, 11912, 36222, 9760]
Cust. 733.	422194	10.0%	[77285, 64527, 38238, 52264, 32226, 2747, 50502, 45244, 40168, 37829]
Cust. 735.	892566	50.0%	[86243, 30124, 84025, 98541, 32310, 18887, 79637, 70468, 121848, 65820]
Cust. 741.	1011147	20.0%	[89341, 6543, 119125, 24396, 51739, 61540, 5743, 44922, 117310, 112059]
Cust. 742.	499225	10.0%	[5644, 18763, 101432, 30594, 84553, 103283, 4233, 59166, 89874, 98051]
Cust. 744.	445815	30.0%	[76576, 108715, 72070, 76393, 102412, 57958, 40182, 58340, 47152, 43847]
Cust. 751.	892421	10.0%	[109881, 70525, 103971, 68039, 73397, 63881, 47832, 102122, 28980, 63950]
Cust. 753.	2002278	10.0%	[106721, 108551, 80777, 50259, 59735, 117906, 108742, 97031, 8638, 40271]
Cust. 754.	161403	10.0%	[89995, 6899, 89523, 22150, 4145, 76954, 47608, 38973, 42903, 38974]
Cust. 760.	919019	10.0%	[7275, 67621, 112202, 58694, 27981, 67516, 53217, 95359, 113838, 94582]
Cust. 763.	1154976	30.0%	[86243, 30124, 18887, 79637, 70468, 121848, 65820, 84025, 75776, 19753]
Cust. 765.	1239530	10.0%	[31782, 82658, 79280, 4900, 78475, 95314, 78985, 57468, 11158, 113511]
Cust. 768.	134292	10.0%	[98138, 8365, 101585, 34682, 93921, 80464, 7866, 9696, 65827, 68204]
Cust. 771.	892566	50.0%	[86243, 30124, 84025, 98541, 32310, 18887, 79637, 70468, 121848, 65820]
Cust. 773.	684929	30.0%	[64453, 34698, 58630, 12941, 94097, 70479, 40000, 94804, 73400, 81223]
Cust. 776.	1660375	10.0%	[78473, 74021, 90010, 95000, 109112, 57134, 118405, 93054, 46933, 59985]
Cust. 778.	262051	20.0%	[115280, 62752, 118264, 118730, 80729, 121145, 38025, 18235, 19189, 67284]
Cust. 781.	301149	10.0%	[113838, 83089, 13499, 44692, 75569, 120032, 114025, 83057, 62944, 78070]
Cust. 786.	1198388	10.0%	[10265, 66698, 8555, 3060, 64135, 10194, 64455, 56324, 87778, 64338]
Cust. 790.	1977149	10.0%	[54917, 78113, 62003, 58694, 58193, 41, 118180, 102285, 13737, 100885]
Cust. 791.	1239530	10.0%	[31782, 82658, 79280, 4900, 78475, 95314, 78985, 57468, 11158, 113511]
Cust. 796.	426593	10.0%	[110499, 116676, 64969, 45308, 52428, 72123, 11633, 87659, 80590, 18436]
Cust. 797.	445815	30.0%	[76576, 108715, 72070, 76393, 102412, 57958, 40182, 58340, 47152, 43847]
Cust. 802.	1792164	30.0%	[40995, 26391, 79202, 104911, 26070, 44323, 30591, 71050, 105792, 103602]
Cust. 804.	426593	10.0%	[110499, 116676, 64969, 45308, 52428, 72123, 11633, 87659, 80590, 18436]
Cust. 807.	120512	10.0%	[61195, 121782, 24901, 110078, 17545, 121081, 66937, 27385, 28947, 43486]
Cust. 810.	919019	10.0%	[7275, 67621, 112202, 58694, 27981, 67516, 53217, 95359, 113838, 94582]
Cust. 812.	1152730	10.0%	[110495, 58112, 32845, 90915, 121145, 116660, 6620, 6101, 80999, 109584]
Cust. 813.	1380100	40.0%	[66069, 77697, 86493, 69302, 81674, 84077, 6701, 64356, 45652, 8598]
Cust. 815.	525867	20.0%	[98127, 27150, 58363, 88365, 100155, 7482, 55495, 72805, 67468, 84384]
Cust. 817.	892566	50.0%	[86243, 30124, 84025, 98541, 32310, 18887, 79637, 70468, 121848, 65820]
Cust. 820.	107098	20.0%	[76128, 39257, 28974, 39198, 61809, 41803, 13851, 47744, 63036, 57699]
Cust. 822.	838146	30.0%	[84086, 72486, 97588, 64163, 3403, 120974, 77031, 120462, 100236, 54552]
Cust. 832.	1121858	10.0%	[79590, 7085, 72371, 81674, 45652, 25607, 67014, 67751, 84077, 112106]
Cust. 834.	1792164	30.0%	[40995, 26391, 79202, 104911, 26070, 44323, 30591, 71050, 105792, 103602]
Cust. 835.	2061625	10.0%	[40102, 69593, 87630, 107340, 11132, 103930, 19078, 7871, 11460, 24947]
Cust. 837.	1256267	10.0%	[89904, 105017, 101076, 92795, 1836, 30815, 67432, 64752, 6492, 99922]
Cust. 841.	1491326	20.0%	[79361, 23112, 25166, 70889, 119901, 35850, 55085, 82603, 42155, 121754]
Cust. 844.	1651582	10.0%	[108623, 50653, 96021, 79921, 1631, 93962, 105507, 53222, 97479, 79025]
